Accession	Evidence	ChEBI-ID	Position
P18177	ECO:0007744	CHEBI:18420	515
D7Y2H5	ECO:0000269	CHEBI:18420	73
P31751	ECO:0000269	CHEBI:29035	280
P35747	ECO:0000269	CHEBI:29105	272
P08235	ECO:0000269	CHEBI:29105	639
Q9NJU9	ECO:0000269	CHEBI:29108	505
Q9NJU9	ECO:0000269	CHEBI:29108	477
P21514	ECO:0000269	CHEBI:18420	262
P21514	ECO:0007744	CHEBI:18420	262
P0A9Q7	ECO:0007744	CHEBI:24875	737
Q8NHM5	ECO:0000269	CHEBI:29105	662
O28126	ECO:0000269	CHEBI:18420	59
P68661	ECO:0007744	CHEBI:29105	57
P0C1B3	ECO:0000269	CHEBI:29108	196
P0C1B3	ECO:0000269	CHEBI:29108	251
P0C1B3	ECO:0000269	CHEBI:29108	231
P0C1B3	ECO:0000269	CHEBI:29108	183
P62368	ECO:0007744	CHEBI:60240	123
P23368	ECO:0000269	CHEBI:60240	256
Q9HIW7	ECO:0000269	CHEBI:18420	5
V9VGU0	ECO:0000269	CHEBI:23378	379
Q8MZM3	ECO:0007744	CHEBI:23378	223
O96028	ECO:0000269	CHEBI:29105	1193
O96028	ECO:0007744	CHEBI:29105	1032
O96028	ECO:0000269	CHEBI:29105	1041
Q45588	ECO:0000269	CHEBI:29105	34
Q8BGN3	ECO:0007744	CHEBI:29105	197
Q8BGN3	ECO:0000269	CHEBI:29105	71
Q8LPL7	ECO:0007744	CHEBI:29105	13
T2KN75	ECO:0000269	CHEBI:18420	563
T2KN75	ECO:0000269	CHEBI:18420	583
Q88KV1	ECO:0000269	CHEBI:24875	72
P51016	ECO:0000269	CHEBI:29035	200
A0A256XLS3	ECO:0000269	CHEBI:29035	143
P03523	ECO:0000269	CHEBI:29105	1296
Q5XE14	ECO:0000269	CHEBI:29105	87
Q08188	ECO:0000269	CHEBI:29108	230
Q08188	ECO:0000269	CHEBI:29108	225
Q9QVY3	ECO:0000269	CHEBI:18420	75
Q9QVY3	ECO:0007744	CHEBI:18420	34
Q70I53	ECO:0000269	CHEBI:29105	180
Q70I53	ECO:0000269	CHEBI:29105	268
Q7SIG3	ECO:0000269	CHEBI:29108	59
Q9BU89	ECO:0000269	CHEBI:24875	241
O29867	ECO:0000269	CHEBI:29035	163
O29867	ECO:0007744	CHEBI:29035	47
P34047	ECO:0000269	CHEBI:29035	110
P47043	ECO:0007744	CHEBI:29105	586
Q9H5I1	ECO:0000269	CHEBI:29105	235
Q9H5I1	ECO:0007744	CHEBI:29105	405
Q988B9	ECO:0000269	CHEBI:29105	96
Q988B9	ECO:0000269	CHEBI:29105	98
P58242	ECO:0000269	CHEBI:29105	236
Q54735	ECO:0000269	CHEBI:29105	39
P03956	ECO:0000269	CHEBI:29105	92
P03956	ECO:0000269	CHEBI:29108	158
P03956	ECO:0000269	CHEBI:29108	194
P30803	ECO:0007744	CHEBI:18420	477
A0A386KZ50	ECO:0000269	CHEBI:18420	355
Q15465	ECO:0000269	CHEBI:29105	182
Q8W453	ECO:0000269	CHEBI:29105	36
Q15465	ECO:0007744	CHEBI:29108	131
O31526	ECO:0007744	CHEBI:29108	373
O31526	ECO:0000269	CHEBI:29108	230
O31526	ECO:0000269	CHEBI:29108	228
O31526	ECO:0000269	CHEBI:29108	498
O31526	ECO:0007744	CHEBI:29108	375
P08648	ECO:0007744	CHEBI:29108	401
P08648	ECO:0007744	CHEBI:29108	467
P04253	ECO:0000269	CHEBI:23378	328
P04253	ECO:0000269	CHEBI:23378	364
Q9NR71	ECO:0000269	CHEBI:29108	134
Q9NR71	ECO:0000269	CHEBI:29108	717
P04063	ECO:0007744	CHEBI:29108	207
P04063	ECO:0007744	CHEBI:29108	115
P08148	ECO:0000269	CHEBI:29105	334
P0DTD1	ECO:0000269	CHEBI:29105	4687
P00593	ECO:0007744	CHEBI:29108	50
Q03692	ECO:0007744	CHEBI:29108	633
Q03692	ECO:0007744	CHEBI:29108	634
Q03692	ECO:0007744	CHEBI:29108	626
P20345	ECO:0000269	CHEBI:18420	312
P40149	ECO:0000269	CHEBI:18420	452
Q12718	ECO:0007744	CHEBI:23378	472
Q12718	ECO:0000269	CHEBI:23378	472
Q12718	ECO:0000269	CHEBI:23378	131
P9WHW5	ECO:0007744	CHEBI:29035	38
P9WHW5	ECO:0000269	CHEBI:29035	160
P00713	ECO:0000269	CHEBI:29108	107
P44514	ECO:0000269	CHEBI:29105	163
Q9Y4X5	ECO:0000269	CHEBI:29105	299
Q9Y4X5	ECO:0000269	CHEBI:29105	231
Q8IZ41	ECO:0007744	CHEBI:29108	57
Q8IZ41	ECO:0007744	CHEBI:29108	27
Q8U3L0	ECO:0000269	CHEBI:48828	299
P69848	ECO:0000269	CHEBI:49883	278
P69848	ECO:0000269	CHEBI:49883	261
P00441	ECO:0000269	CHEBI:23378	64
P9WPX9	ECO:0007744	CHEBI:29105	265
Q8VCX5	ECO:0000269	CHEBI:29108	423
P07003	ECO:0007744	CHEBI:18420	433
P07003	ECO:0007744	CHEBI:18420	462
P16456	ECO:0007744	CHEBI:18420	91
G3X982	ECO:0000269	CHEBI:190135	120
P10828	ECO:0007744	CHEBI:29105	145
P10828	ECO:0007744	CHEBI:29105	110
Q86VK4	ECO:0000269	CHEBI:29105	221
Q86VK4	ECO:0007744	CHEBI:29105	333
C0HK81	ECO:0007744	CHEBI:29108	208
Q46085	ECO:0007744	CHEBI:29108	939
P04415	ECO:0000269	CHEBI:18420	112
P04415	ECO:0000269	CHEBI:18420	219
Q91XB0	ECO:0000269	CHEBI:18420	20
Q9RVK2	ECO:0000269	CHEBI:18420	95
Q9RVK2	ECO:0000269	CHEBI:18420	1
P0A185	ECO:0000269	CHEBI:190135	67
Q16853	ECO:0007744	CHEBI:23378	520
Q9KD90	ECO:0007744	CHEBI:24875	127
B8I944	ECO:0000269	CHEBI:29035	244
F7BJB9	ECO:0000269	CHEBI:29105	416
P0DP23	ECO:0007744	CHEBI:29108	134
P0CE82	ECO:0000269	CHEBI:18420	54
P12807	ECO:0007744	CHEBI:23378	456
P0A110	ECO:0007744	CHEBI:24875	362
P0A110	ECO:0000269	CHEBI:24875	213
P95989	ECO:0007744	CHEBI:21137	203
P82974	ECO:0000269	CHEBI:29105	34
Q8GXJ1	ECO:0000269	CHEBI:29105	313
Q61097	ECO:0000269	CHEBI:29105	349
P83772	ECO:0000269	CHEBI:29105	45
O44750	ECO:0000269	CHEBI:29105	424
P81006	ECO:0000269	CHEBI:29105	62
P81006	ECO:0000269	CHEBI:29105	239
P81006	ECO:0007744	CHEBI:29105	183
P81006	ECO:0000269	CHEBI:29105	183
Q5JIZ5	ECO:0000269	CHEBI:29108	484
P06814	ECO:0000269	CHEBI:29108	318
P79880	ECO:0000269	CHEBI:29108	144
P79880	ECO:0000269	CHEBI:29108	110
P79880	ECO:0000269	CHEBI:29108	63
P25713	ECO:0000269	CHEBI:60240	37
P25713	ECO:0007744	CHEBI:60240	37
P25713	ECO:0007744	CHEBI:60240	34
P25713	ECO:0007744	CHEBI:60240	38
P25713	ECO:0007744	CHEBI:60240	64
Q5AAT0	ECO:0000269	CHEBI:60240	174
P84193	ECO:0000269	CHEBI:18420	109
Q10583	ECO:0007744	CHEBI:23378	892
Q10583	ECO:0007744	CHEBI:23378	478
Q10583	ECO:0007744	CHEBI:23378	2981
Q10583	ECO:0007744	CHEBI:23378	1327
P08253	ECO:0007744	CHEBI:29105	407
P84193	ECO:0007744	CHEBI:29105	349
P08253	ECO:0000269	CHEBI:29108	185
P08253	ECO:0000269	CHEBI:29108	204
P0AAJ3	ECO:0000269	CHEBI:49883	108
P37268	ECO:0000269	CHEBI:18420	80
Q58989	ECO:0000269	CHEBI:18420	167
P04177	ECO:0000269	CHEBI:24875	336
P14618	ECO:0007744	CHEBI:29103	114
P14618	ECO:0007744	CHEBI:29103	75
Q9JJX7	ECO:0000269	CHEBI:18420	162
O67045	ECO:0000269	CHEBI:190135	107
Q56185	ECO:0007744	CHEBI:24875	138
Q70KH9	ECO:0000269	CHEBI:24875	139
Q9I3S3	ECO:0000269	CHEBI:29035	154
G7JFU5	ECO:0000269	CHEBI:29035	185
P03317	ECO:0000269	CHEBI:29105	1612
Q48935	ECO:0000269	CHEBI:29105	195
Q48935	ECO:0007744	CHEBI:29105	195
Q9UJA9	ECO:0000269	CHEBI:29105	339
Q9UJA9	ECO:0007744	CHEBI:29105	72
P0DP25	ECO:0000269	CHEBI:29108	63
P0DP25	ECO:0000269	CHEBI:29108	61
P36871	ECO:0000269	CHEBI:18420	117
P00410	ECO:0000269	CHEBI:23378	186
Q9NRW3	ECO:0007744	CHEBI:29105	97
Q96EY1	ECO:0000269	CHEBI:29105	253
O30124	ECO:0000269	CHEBI:29105	153
Q04519	ECO:0007744	CHEBI:29105	276
Q04519	ECO:0000269	CHEBI:29105	316
P06525	ECO:0007744	CHEBI:29105	102
T2KM26	ECO:0000269	CHEBI:29108	38
C7UDU4	ECO:0000269	CHEBI:29108	128
C7UDU4	ECO:0000269	CHEBI:29108	150
O68252	ECO:0000269	CHEBI:49883	372
O68252	ECO:0000269	CHEBI:49883	369
Q7WTT9	ECO:0000269	CHEBI:49883	12
Q9X6W9	ECO:0000269	CHEBI:24875	28
Q9BV68	ECO:0000269	CHEBI:29105	32
Q9SE33	ECO:0007744	CHEBI:29105	197
Q8WXI8	ECO:0000269	CHEBI:29108	173
P80966	ECO:0007744	CHEBI:29108	59
Q44244	ECO:0007744	CHEBI:18420	189
Q9NWT6	ECO:0000269	CHEBI:24875	201
P40394	ECO:0000269	CHEBI:29105	186
P40394	ECO:0007744	CHEBI:29105	124
P40394	ECO:0007744	CHEBI:29105	59
P30138	ECO:0000269	CHEBI:29105	243
P46154	ECO:0007744	CHEBI:29105	47
Q8NCC3	ECO:0000269	CHEBI:29105	392
P14780	ECO:0000269	CHEBI:29105	190
Q9SN73	ECO:0007744	CHEBI:29105	118
Q2UP89	ECO:0007744	CHEBI:29108	277
Q2UP89	ECO:0007744	CHEBI:29108	279
P14780	ECO:0000269	CHEBI:29108	165
P46881	ECO:0007744	CHEBI:23378	431
O15091	ECO:0007744	CHEBI:29105	557
Q9WYP3	ECO:0007744	CHEBI:29105	95
Q81EJ6	ECO:0000269	CHEBI:29105	130
Q9UM07	ECO:0000269	CHEBI:29108	411
Q9UM07	ECO:0000269	CHEBI:29108	407
H2N0D4	ECO:0007744	CHEBI:29108	182
P9WN39	ECO:0000269	CHEBI:18420	227
Q53122	ECO:0000269	CHEBI:190135	118
Q53122	ECO:0000269	CHEBI:24875	224
P09148	ECO:0007744	CHEBI:29105	164
P40881	ECO:0007744	CHEBI:29105	151
P00712	ECO:0000269	CHEBI:29108	107
Q9I596	ECO:0007744	CHEBI:18420	605
Q9I596	ECO:0007744	CHEBI:18420	603
Q9C0B1	ECO:0007744	CHEBI:24875	307
P02244	ECO:0000269	CHEBI:24875	102
P0C558	ECO:0000269	CHEBI:24875	66
Q8R5C8	ECO:0007744	CHEBI:29105	258
Q8R5C8	ECO:0000269	CHEBI:29105	281
Q8AXY1	ECO:0000269	CHEBI:29108	48
O81086	ECO:0000269	CHEBI:18420	717
O81086	ECO:0007744	CHEBI:18420	566
O81086	ECO:0007744	CHEBI:18420	570
Q9Y3B8	ECO:0007744	CHEBI:18420	199
Q96S55	ECO:0000269	CHEBI:29105	39
P62877	ECO:0000269	CHEBI:29105	75
P29957	ECO:0007744	CHEBI:29108	159
Q8GJ44	ECO:0000269	CHEBI:29108	642
Q8GJ44	ECO:0007744	CHEBI:29108	532
P84074	ECO:0000269	CHEBI:29108	163
P84074	ECO:0007744	CHEBI:29108	157
P0ABD3	ECO:0000269	CHEBI:24875	54
Q9I2N0	ECO:0000269	CHEBI:29035	523
B2UP57	ECO:0000269	CHEBI:29105	291
P03047	ECO:0000269	CHEBI:29105	118
Q8WYH8	ECO:0007744	CHEBI:29105	232
Q8WYH8	ECO:0000269	CHEBI:29105	232
Q8WYH8	ECO:0000269	CHEBI:29105	191
Q8WYH8	ECO:0007744	CHEBI:29105	202
Q8GIX7	ECO:0007744	CHEBI:29105	95
P00690	ECO:0000269	CHEBI:29108	216
Q0VCY0	ECO:0000269	CHEBI:29108	798
Q9BWP8	ECO:0000269	CHEBI:29108	241
Q9BWP8	ECO:0000269	CHEBI:29108	253
Q8IKG4	ECO:0007744	CHEBI:60240	231
Q970U6	ECO:0000269	CHEBI:18420	250
B0T0B1	ECO:0000269	CHEBI:18420	237
P27320	ECO:0000269	CHEBI:190135	40
P28320	ECO:0000269	CHEBI:29105	54
P20723	ECO:0000269	CHEBI:29105	252
O26708	ECO:0000269	CHEBI:29105	436
Q39034	ECO:0000269	CHEBI:29108	194
Q39034	ECO:0000269	CHEBI:29108	253
A0A0H3AIG7	ECO:0007744	CHEBI:18420	789
P27815	ECO:0007744	CHEBI:18420	474
Q51883	ECO:0000269	CHEBI:23378	123
P0A111	ECO:0000269	CHEBI:190135	83
P0A111	ECO:0007744	CHEBI:24875	213
P0A111	ECO:0000269	CHEBI:24875	213
Q6PHZ8	ECO:0000269	CHEBI:29108	173
P75429	ECO:0007744	CHEBI:24875	71
Q9RBY6	ECO:0007744	CHEBI:24875	116
B9WJ66	ECO:0000269	CHEBI:29035	174
O08795	ECO:0007744	CHEBI:29108	57
O08795	ECO:0007744	CHEBI:29108	104
O08795	ECO:0000269	CHEBI:29108	64
P23807	ECO:0007744	CHEBI:29108	64
P0C512	ECO:0007744	CHEBI:18420	201
Q9UQ84	ECO:0007744	CHEBI:18420	171
Q9D1A2	ECO:0000269	CHEBI:29035	99
P03433	ECO:0007744	CHEBI:29035	120
O74859	ECO:0007744	CHEBI:29105	203
P0DP29	ECO:0007744	CHEBI:29108	134
P0DP29	ECO:0007744	CHEBI:29108	68
Q07340	ECO:0000269	CHEBI:49883	25
Q17RS7	ECO:0000269	CHEBI:18420	134
Q8X151	ECO:0000269	CHEBI:29035	294
Q9LZJ3	ECO:0000269	CHEBI:29035	229
P23456	ECO:0000269	CHEBI:29035	110
Q00959	ECO:0000269	CHEBI:29105	266
Q00959	ECO:0007744	CHEBI:29105	128
P84138	ECO:0000269	CHEBI:29105	182
A7N805	ECO:0000269	CHEBI:29105	60
P22304	ECO:0000269	CHEBI:29108	84
P27907	ECO:0000269	CHEBI:29108	292
Q02818	ECO:0000269	CHEBI:29108	264
P02699	ECO:0007744	CHEBI:29105	279
Q6PCT2	ECO:0000269	CHEBI:29105	77
Q6PCT2	ECO:0000269	CHEBI:29105	122
Q6PCT2	ECO:0007744	CHEBI:29105	72
P0A8T7	ECO:0007744	CHEBI:29105	814
O58843	ECO:0000269	CHEBI:29105	281
Q7KTX7	ECO:0007744	CHEBI:29105	479
P0AB85	ECO:0000269	CHEBI:18420	302
B3STU4	ECO:0000269	CHEBI:23378	652
B3STU4	ECO:0000269	CHEBI:23378	379
P0C178	ECO:0000269	CHEBI:29036	89
Q8DP63	ECO:0000269	CHEBI:29105	326
Q97ZX7	ECO:0007744	CHEBI:29105	9
P00598	ECO:0007744	CHEBI:29108	58
P00598	ECO:0000269	CHEBI:29108	54
P00598	ECO:0007744	CHEBI:29108	54
Q980A5	ECO:0007744	CHEBI:18420	44
Q980A5	ECO:0000269	CHEBI:18420	44
O00244	ECO:0000269	CHEBI:23378	15
B7UI21	ECO:0000269	CHEBI:29035	223
P54132	ECO:0000269	CHEBI:29105	1063
O85042	ECO:0000269	CHEBI:29105	173
Q2FV99	ECO:0000269	CHEBI:29108	105
A0FGR8	ECO:0000269	CHEBI:29108	466
Q59063	ECO:0007744	CHEBI:29105	89
P35559	ECO:0007744	CHEBI:29105	189
A9CKY2	ECO:0000269	CHEBI:29105	111
O14773	ECO:0000269	CHEBI:29108	541
Q9NPF0	ECO:0007744	CHEBI:29108	86
Q9NPF0	ECO:0007744	CHEBI:29108	85
P60487	ECO:0007744	CHEBI:18420	27
P80511	ECO:0007744	CHEBI:23378	16
Q1M964	ECO:0000269	CHEBI:29035	325
P0DKL3	ECO:0007744	CHEBI:29035	174
P0DKL3	ECO:0007744	CHEBI:29035	169
P0DKL3	ECO:0000269	CHEBI:29035	156
P80511	ECO:0007744	CHEBI:29105	86
P80511	ECO:0007744	CHEBI:29105	26
Q8WQX5	ECO:0007744	CHEBI:29105	198
Q9NW38	ECO:0007744	CHEBI:29105	359
Q9NW38	ECO:0007744	CHEBI:29105	362
P80511	ECO:0007744	CHEBI:29108	62
P80511	ECO:0007744	CHEBI:29108	24
P80511	ECO:0000269	CHEBI:29108	68
P0DKL3	ECO:0007744	CHEBI:29108	160
Q72LF3	ECO:0007744	CHEBI:29105	6
Q72LF3	ECO:0000269	CHEBI:29105	6
Q9H040	ECO:0007744	CHEBI:29105	130
P16109	ECO:0007744	CHEBI:29108	124
Q72LF3	ECO:0000269	CHEBI:49883	222
P17256	ECO:0007744	CHEBI:18420	146
P69922	ECO:0007744	CHEBI:29035	337
P07824	ECO:0000269	CHEBI:29035	128
P05129	ECO:0000269	CHEBI:29108	186
O94923	ECO:0007744	CHEBI:29108	269
P03472	ECO:0000269	CHEBI:29108	295
P0DUB9	ECO:0007744	CHEBI:29108	295
O67082	ECO:0000269	CHEBI:18420	40
Q9CPU0	ECO:0000269	CHEBI:29105	100
P45452	ECO:0000269	CHEBI:29105	222
P45452	ECO:0000269	CHEBI:29105	172
Q9UBN7	ECO:0000269	CHEBI:29105	1113
P45548	ECO:0000269	CHEBI:29105	186
P93832	ECO:0007744	CHEBI:18420	264
P93832	ECO:0000269	CHEBI:18420	264
P02247	ECO:0000269	CHEBI:24875	111
Q6N021	ECO:0000269	CHEBI:29105	1271
P46075	ECO:0000269	CHEBI:29108	364
P04746	ECO:0007744	CHEBI:29108	173
A0A067XG71	ECO:0000269	CHEBI:29108	19
A0A067XG71	ECO:0000269	CHEBI:29108	10
P19921	ECO:0000269	CHEBI:190135	42
P59807	ECO:0007744	CHEBI:29101	43
P03692	ECO:0000269	CHEBI:29105	36
Q9UNA0	ECO:0000269	CHEBI:29105	420
P15693	ECO:0000269	CHEBI:29105	377
Q8IJA9	ECO:0007744	CHEBI:29105	230
Q8IJA9	ECO:0000269	CHEBI:29105	314
Q2FUW1	ECO:0007744	CHEBI:29108	645
Q13946	ECO:0000269	CHEBI:60240	216
Q8U1S6	ECO:0000269	CHEBI:29035	13
P34071	ECO:0007744	CHEBI:29105	36
P34071	ECO:0007744	CHEBI:29105	74
Q8U1S6	ECO:0000269	CHEBI:29105	448
Q8U1S6	ECO:0000269	CHEBI:29105	478
Q8U1S6	ECO:0000269	CHEBI:29105	451
P04746	ECO:0007744	CHEBI:29108	182
Q166H0	ECO:0007744	CHEBI:60240	297
P00637	ECO:0007744	CHEBI:18420	119
P0C6X7	ECO:0000269	CHEBI:29105	4350
P00740	ECO:0007744	CHEBI:29108	76
P00740	ECO:0007744	CHEBI:29108	281
P22939	ECO:0000269	CHEBI:18420	84
Q05B79	ECO:0000269	CHEBI:18420	339
Q988D0	ECO:0000269	CHEBI:29035	92
O14672	ECO:0000269	CHEBI:29105	393
O95486	ECO:0007744	CHEBI:29105	455
Q72JJ7	ECO:0000269	CHEBI:29105	190
Q72JJ7	ECO:0000269	CHEBI:29105	416
Q72JJ7	ECO:0000269	CHEBI:29105	97
B7QK46	ECO:0007744	CHEBI:29105	184
B7QK46	ECO:0000269	CHEBI:29105	184
P0C2S5	ECO:0000269	CHEBI:29108	711
P81177	ECO:0000269	CHEBI:29108	387
P81177	ECO:0000269	CHEBI:29108	399
P0A6P9	ECO:0000269	CHEBI:18420	290
Q8U8Z6	ECO:0007744	CHEBI:29034	84
Q93UJ2	ECO:0000269	CHEBI:29105	64
Q9STM3	ECO:0000269	CHEBI:29105	1280
Q9STM3	ECO:0000269	CHEBI:29105	1250
P09954	ECO:0007744	CHEBI:29105	306
Q3M6C3	ECO:0007744	CHEBI:29105	271
P06702	ECO:0007744	CHEBI:29108	67
P00287	ECO:0000269	CHEBI:23378	92
P00287	ECO:0000269	CHEBI:23378	87
Q08603	ECO:0000269	CHEBI:29105	290
P12425	ECO:0007744	CHEBI:18420	333
P12425	ECO:0007744	CHEBI:18420	134
O00764	ECO:0000269	CHEBI:18420	118
O00764	ECO:0007744	CHEBI:18420	118
P39748	ECO:0007744	CHEBI:18420	181
O31775	ECO:0007744	CHEBI:24875	177
P54512	ECO:0000269	CHEBI:29035	102
P59071	ECO:0000269	CHEBI:29108	29
Q63810	ECO:0007744	CHEBI:29108	35
Q63810	ECO:0007744	CHEBI:29108	141
Q63810	ECO:0007744	CHEBI:29108	111
P54512	ECO:0000269	CHEBI:48775	103
P0AC47	ECO:0000269	CHEBI:190135	63
Q97Z83	ECO:0000269	CHEBI:29105	119
Q8N1Q1	ECO:0000269	CHEBI:29105	95
P0AC47	ECO:0000269	CHEBI:49883	152
P9WF97	ECO:0000269	CHEBI:18420	96
Q9GRZ3	ECO:0007744	CHEBI:24875	1452
G7CFI3	ECO:0007744	CHEBI:24875	134
P56274	ECO:0000269	CHEBI:29036	91
P69380	ECO:0000269	CHEBI:29105	153
P07071	ECO:0007744	CHEBI:29105	564
O59205	ECO:0000269	CHEBI:29108	141
P62339	ECO:0000269	CHEBI:60240	59
Q8INK6	ECO:0007744	CHEBI:29105	169
A3DBH1	ECO:0007744	CHEBI:29108	452
P07505	ECO:0000269	CHEBI:23378	114
P55949	ECO:0000269	CHEBI:60240	6
P55949	ECO:0007744	CHEBI:60240	21
P77961	ECO:0000269	CHEBI:29035	361
P77961	ECO:0007744	CHEBI:29035	132
P9WHQ9	ECO:0007744	CHEBI:18420	123
Q980R2	ECO:0007744	CHEBI:18420	456
O60494	ECO:0007744	CHEBI:29108	1105
O60494	ECO:0007744	CHEBI:29108	1265
P00280	ECO:0000269	CHEBI:23378	66
P00442	ECO:0000269	CHEBI:29105	62
P05937	ECO:0007744	CHEBI:29108	201
Q9TUM0	ECO:0000269	CHEBI:29034	452
P37128	ECO:0007744	CHEBI:18420	151
P37128	ECO:0000269	CHEBI:18420	104
D0VWU3	ECO:0007744	CHEBI:23378	64
D0VWU3	ECO:0000269	CHEBI:23378	109
P05937	ECO:0007744	CHEBI:29108	159
P05937	ECO:0000269	CHEBI:29108	35
Q9P903	ECO:0000269	CHEBI:29105	62
Q3U8K7	ECO:0000269	CHEBI:29105	276
P24931	ECO:0000269	CHEBI:29034	53
P24931	ECO:0007744	CHEBI:29034	20
Q06850	ECO:0000269	CHEBI:29108	511
Q06850	ECO:0000269	CHEBI:29108	576
Q06850	ECO:0000269	CHEBI:29108	506
P05020	ECO:0000269	CHEBI:29105	19
P56406	ECO:0000269	CHEBI:29108	78
O15496	ECO:0007744	CHEBI:29108	68
H2QL32	ECO:0000269	CHEBI:29105	353
Q9Y2J8	ECO:0000269	CHEBI:29108	123
Q9Y2J8	ECO:0007744	CHEBI:29108	389
Q9Y2J8	ECO:0000269	CHEBI:29108	354
Q9Y2J8	ECO:0000269	CHEBI:29108	166
P49594	ECO:0000269	CHEBI:18420	203
P63228	ECO:0000269	CHEBI:29105	94
P14769	ECO:0007744	CHEBI:29035	227
C7AJA4	ECO:0007744	CHEBI:18420	65
Q8N4E7	ECO:0007744	CHEBI:24875	167
Q12154	ECO:0000269	CHEBI:29105	285
Q9I6Y4	ECO:0000269	CHEBI:29105	14
Q9Z4Z5	ECO:0000269	CHEBI:24875	155
P35467	ECO:0000269	CHEBI:29108	74
Q9H9S5	ECO:0000269	CHEBI:18420	362
Q9H9S5	ECO:0007744	CHEBI:29105	318
Q9HY82	ECO:0000269	CHEBI:18420	35
P09917	ECO:0007744	CHEBI:24875	373
A4Q9E8	ECO:0000269	CHEBI:18420	361
Q96FX2	ECO:0007744	CHEBI:24875	26
P36649	ECO:0000269	CHEBI:23378	500
A0A2D0TC04	ECO:0007744	CHEBI:60240	124
O35298	ECO:0007744	CHEBI:29108	206
O35298	ECO:0000269	CHEBI:29108	206
O35298	ECO:0007744	CHEBI:29108	232
P80725	ECO:0000269	CHEBI:24875	62
Q9ZCD3	ECO:0000269	CHEBI:60240	169
B8YB53	ECO:0000269	CHEBI:18420	460
B8YB53	ECO:0007744	CHEBI:29105	61
Q9X113	ECO:0007744	CHEBI:29035	61
P49791	ECO:0000269	CHEBI:29105	727
P19811	ECO:0007744	CHEBI:29105	356
Q9C5Q8	ECO:0007744	CHEBI:18420	796
Q9C5Q8	ECO:0007744	CHEBI:18420	860
P12476	ECO:0000269	CHEBI:29108	95
Q9BPX6	ECO:0000269	CHEBI:29108	235
Q9BPX6	ECO:0000269	CHEBI:29108	233
Q9BRS2	ECO:0007744	CHEBI:18420	341
Q9BYW2	ECO:0000269	CHEBI:29105	1685
P30613	ECO:0000269	CHEBI:29035	339
Q7T291	ECO:0000269	CHEBI:29105	60
O00408	ECO:0000269	CHEBI:29105	697
P28184	ECO:0000269	CHEBI:60240	45
P28184	ECO:0000269	CHEBI:60240	38
P28184	ECO:0007744	CHEBI:60240	67
O15865	ECO:0007744	CHEBI:29108	504
O15865	ECO:0000269	CHEBI:29108	461
O15865	ECO:0007744	CHEBI:29108	385
O15865	ECO:0007744	CHEBI:29108	459
Q868M7	ECO:0000269	CHEBI:29108	134
Q868M7	ECO:0007744	CHEBI:29108	178
Q868M7	ECO:0007744	CHEBI:18420	82
Q868M7	ECO:0000269	CHEBI:18420	141
Q868M7	ECO:0000269	CHEBI:18420	83
Q868M7	ECO:0007744	CHEBI:18420	83
Q868M7	ECO:0007744	CHEBI:29108	222
Q868M7	ECO:0007744	CHEBI:29108	266
P23188	ECO:0000269	CHEBI:29108	208
P23188	ECO:0000269	CHEBI:29108	162
P20807	ECO:0000269	CHEBI:29108	802
P20807	ECO:0000269	CHEBI:29108	707
P20807	ECO:0007744	CHEBI:29108	672
Q3E840	ECO:0007744	CHEBI:24875	47
Q3E840	ECO:0000269	CHEBI:24875	50
Q96FJ0	ECO:0000269	CHEBI:29105	402
Q96FJ0	ECO:0007744	CHEBI:29105	410
P42084	ECO:0000269	CHEBI:29105	82
Q9Y5K2	ECO:0000269	CHEBI:29105	40
O81959	ECO:0007744	CHEBI:29108	363
P00260	ECO:0000269	CHEBI:49883	83
Q9NX46	ECO:0007744	CHEBI:18420	316
Q9NX46	ECO:0000269	CHEBI:18420	77
Q45087	ECO:0000269	CHEBI:29035	324
P28720	ECO:0000269	CHEBI:29105	349
Q60GU1	ECO:0007744	CHEBI:29105	10
P23905	ECO:0007744	CHEBI:29108	157
P23905	ECO:0000269	CHEBI:29108	159
P29166	ECO:0000269	CHEBI:190135	62
P29166	ECO:0000269	CHEBI:190135	46
Q4A724	ECO:0007744	CHEBI:29105	214
Q96533	ECO:0007744	CHEBI:29105	70
Q96533	ECO:0000269	CHEBI:29105	177
Q96533	ECO:0007744	CHEBI:29105	99
P41180	ECO:0000269	CHEBI:29108	231
P29166	ECO:0000269	CHEBI:49883	193
Q9ZP19	ECO:0000269	CHEBI:23378	244
A7GBG3	ECO:0000269	CHEBI:29105	231
Q7N561	ECO:0007744	CHEBI:29108	104
E9AE57	ECO:0000269	CHEBI:49883	133
E9AE57	ECO:0007744	CHEBI:49883	133
Q04609	ECO:0000269	CHEBI:29105	453
Q680B9	ECO:0000269	CHEBI:29105	494
Q7ZWC3	ECO:0007744	CHEBI:18420	36
P84516	ECO:0000269	CHEBI:29108	85
P9WK19	ECO:0000269	CHEBI:60240	205
Q9I0N5	ECO:0000269	CHEBI:24875	89
P14141	ECO:0000269	CHEBI:29105	96
P07846	ECO:0000269	CHEBI:29105	68
Q9NQV7	ECO:0000269	CHEBI:29105	753
Q9NQV7	ECO:0000269	CHEBI:29105	411
Q9NQV7	ECO:0000269	CHEBI:29105	770
Q9NQV7	ECO:0007744	CHEBI:29105	742
Q9NQV7	ECO:0000269	CHEBI:29105	725
